concept_id,language_code,concept_international_description
192285135,ja,微生物中に含まれる増殖可能な微生物細胞の数を示す単位
2910635913,ko,TNT의 공식 명칭
88676905,cs,plynné těleso obklopené kapalinou nebo pevnou látkou
2777648619,et,"õppijate ja õppimise andmete mõõtmine, kogumine, analüüs ja esitlus selleks, et mõista ja optimeerida õppimist ja õpikeskkondi"
2776036401,ast,compuestu químicu
162725370,it,periodo che intercorre dal sorgere del Sole al tramonto
2779206190,id,Ukuran ketidaksetaraan dalam distribusi pendapatan atau kekayaan
2780830269,eu,Orratz estandar batek azal edo solido bat zenbateko sakontasuneraino zula dezakeen neurtzeko tresna
2780663613,it,specie di insetto
3017460644,ig,pregnancy
2778976297,yue,化合物
2778616617,es,compuesto químico
2776917638,an,compuesto quimico
2909539053,en,surface chemical analysis and imaging method
2778611284,he,סוג של יונקים טורפים ממשפחת החתוליים
2776573487,es,especie de planta
2909411929,gl,composto químico
2779431889,be,хімічнае злучэнне
2780759288,io,speco di planto
2776705134,sq,komponim kimik
2983043445,lv,"nokrišņu veids, kas raksturīgs zemai gaisa temperatūrai"
148230440,ml,പ്രോഗ്രാമിംഗ് ഭാഷ
2778360479,es,sentido del tacto
2779512018,or,ଫିଓକ୍ରୋମୋସାଇଟୋମା ଏକ ଅର୍ବୁଦର ନାମ ଓ ଏହା ଆଡ୍ରେନାଲ ଗ୍ରନ୍ଥିରେ ଜାତ ହୁଏ ।
557252395,pt,arte e prática da condução de negociações entre representantes de grupos ou Estados
2987255567,de,Art eines Graphen
2779102032,en-gb,chemical compound
2776594236,en,Second set of teeth in diphyodonts
2781321128,fa,یک صفحهٔ ابهام‌زدایی ویکی‌مدیا
108477463,en,Enzymes that act at a free C-terminus of a polypeptide to liberate a single amino acid residue
2779689598,de,Übertragung eines Textes in eine andere Sprache
2983335520,zh-hant,維基媒體消歧義頁
2991804664,eo,apartigilo
2777151579,mk,хемиско соединение
2778657360,bg,химично съединение
2777911890,es,Hormonas sexuales masculinas
3017942907,uk,сторінка значень у проекті Вікімедіа
83877588,gl,"banco de area no mar, na ría, ou no río"
2778417203,ca,espècie de planta
2992423588,sr,вишезначна одредница на Викимедији
2776401185,zh-tw,化合物
2910202354,pl,"lek stosowany w leczeniu zaburzeń psychicznych, w przebiegu których występują objawy wytwórcze"
2780334268,en,device used to deliver supplemental oxygen or airflow to a patient or person in need of respiratory help
2988612419,hu,egyértelműsítő lap
2780871563,en,class of chemical compounds
68615497,my,ကြိုးတပ်တူရိယာ
2777207853,ast,compuestu químicu
2992910246,uk,"Екорегіон (біом) у Бразилії, Аргентині та Парагваї"
2992766967,cs,"hospodářské hnojivo; organická hmota, složená zejména ze zbytků podestýlky a trusu chovaných zvířat"
2781387506,cy,cyfansoddyn cemegol
2781384979,af,verbreking of oortreding van 'n vermoede kontrak of vertroue
2778423325,ru,химическое соединение
2779992327,nl,chemische verbinding
482391,sc,Allega fraigada cun sas lìteras o sas sìllabas de inghitzu e finitia de tzertas paràulas a banda intro de una frase o definitzione
559758991,bn,বিভিন্ন প্রকার শৈবাল
2909357195,sr,вишезначна одредница на Викимедији
2910429138,es,página de desambiguación de Wikimedia
2991664886,zh-hans,维基媒体列表条目
2909265136,cv,Çулталăк
2776639339,pl,związek chemiczny
2778722691,eo,kemia kombinaĵo
62476579,en,geologic term regarding strata
207892153,nn,SI-eining for masse
2777646958,pt-br,composto químico
2776596873,ia,composito chimic
2778341971,be-tarask,хімічнае злучэньне
2776885963,en-ca,"character, group of characters, or institution that represents the opposition"
2987684023,hu,hőerőgép
2909904977,en,medical specialty
2777786686,zh,雄性生殖器官
3020765337,as,ৱিকিমিডিয়া দ্ব্যৰ্থতা দূৰীকৰণ পৃষ্ঠা
2910873149,ta,விக்கிமீடியப் பக்கவழி நெறிப்படுத்தல் பக்கம்
2910947881,he,תרכובת
2778758847,tl,Mahinang pirotekniyang pampasabog na pangdekorasyon at panlibangan
2781314072,bg,химично съединение
2776211871,it,specie di pianta della famiglia Fagaceae
2776496254,eu,konposatu kimiko
3020693726,zh-sg,维基媒体消歧义页
22744801,de,DNA-Moleküle in Bakterien und in Archaeen
2777476445,io,kemiala kompozajo
2777432617,en,new QT Breast Imaging FDA approved
2780330700,pt,composto químico
2781121522,mk,хемиско соединение
130907195,ms,Laman nyahkekaburan
2984286706,et,Wikimedia täpsustuslehekülg
188681455,en,classification system in biological systematics which deals with the grouping by numerical methods of taxonomic units based on their character states
2779135415,nb,kjemisk forbindelse
2776545096,ru,"упрощённый язык, который развивается как средство общения между двумя или более группами, не имеющими общего языка"
2776726509,en,Human disease
2780611403,de,Diskussionspapier zu einem bestimmten Thema
2779970341,af,chemiese verbinding
2985140798,ko,의도적으로 불법을 행하며 남을 속이는 범죄
107445234,eu,"Argazki-plaka, -emultsio eta -filmez mintzatuz, argi-espektroaren kolore guztiekiko sentikorra dena"
2993105083,fr,ensemble de sommets reliés par des arêtes
2988045736,os,операцион системӕ
137685913,en,Filter whose output is not a linear function of its input
2778761015,en,family of plants
2778488947,cs,rozcestník na projektech Wikimedia
182860218,it,termine
2778626300,it,farmaco
3017671368,fa,کولونیال
2780068402,sv,indoariskt språk
139175442,de,"Technologie, die ein von einem Magnetfeld umschlossenen Raum mit Plasma füllt. Mit der aktuellen Technologie ist dieses Volumen ziemlich klein und das Plasma wird als flache Ebene innerhalb eines zylindrischen Raums erzeugt"
2778732403,hi,ज्ञान अथवा समझ का अभाव
2776077704,arz,جنس من النباتات
2780821815,en,financial term for a collection of investments
2781387506,nl,chemische verbinding
10233890,ru,операция над множествами
2780334557,gl,composto químico
92811239,mzn,ویکی پدیا:گجگجی بیتن
16678853,ro,loc geografic unde locuiesc oameni într-o comunitate
533960469,gl,Biblia Hebrea
2776373379,pt,pigmento verde presente nas plantas
2985722716,ru,Вложение капитала с целью получения прибыли
2993154269,zh-hans,影像诊断学的检查
2777079338,ast,compuestu químicu
195729132,en,"the amount of water that a portion of an aquifer releases from storage, per unit mass or volume of aquifer, per unit change in hydraulic head"
2993252241,ast,elementu químicu de númberu atómicu 6 y símbolu C
4397270,sr,"процес којим настају нова атомска језгра из већ постојећих нуклеона, примарно протона и неутрона"
2779788071,fy,gemyske ferbining
2776476023,la,compositum chemicum
153364924,ca,Tipus d'interès del mercat interbancari de Londres
2778073030,bn,রাসায়নিক যৌগ
2776968632,da,kemisk forbindelse
2778949969,de,chemische Verbindung
2992135444,mzn,ویکی پدیا:گجگجی بیتن
2780939551,zh-sg,化合物
2779861157,en,type of hospital
2776066698,bg,химично съединение
2780930249,ace,protèin
2780724357,arz,جنس من النباتات
184665706,fi,optininen ilmiö
2993298077,sq,lloj i bimëve
2908694543,ja,ネコ目アライグマ科ジャイアントパンダ属の動物
2908532627,gl,variación anormal e patolóxica dun ou máis xenes
88991977,es,movimiento angular de una estrella alrededor de su eje
2780100914,vi,Cung cấp các dịch vụ tình dục để đổi lấy tiền hoặc các hình thức trao đổi khác
2777489994,sk,chemická zlúčenina
177707082,fr,Perturbation
2910458242,fr,espèce d'insectes
2779476363,ca,glicoproteïna heterodímera present a moltes espècies de mamífers
2780258238,eo,objekto priskribanta la lokan strukturon de funkcio
2779194965,he,תרכובת
2776471810,cs,chemická sloučenina
2779248279,bg,семейство членестоноги
7321624,hu,matematikai és filozófiai fogalom
2776222947,es,compuesto químico
2775949245,de,Enzymfamilie
2780508121,si,විකිපීඩියා:Disambiguation page
2776711289,pt-br,composto químico
2777314847,be,Хрысціянскі абрад
3019635856,bg,Уикимедия пояснителна страница
2776536040,ca,compost químic
2778782433,es,forma de análisis del idioma que no considera un texto en forma nominal
2910305967,vi,trang định hướng Wikimedia
2992639136,zh-sg,维基媒体消歧义页
2780808987,ko,법률를 없애는 일
2777716191,nb,kjemisk forbindelse
2778444112,en,aqueous solution of hydrogen bromide
3020471959,nn,"ei gruppe vassløyselege B-vitamin – B₁₋₃, B₅₋₇, B₉ og B₁₂ – som er viktige for cellestoffskiftet"
2775976403,ru,надсемейство насекомых
2777291603,en-ca,chemical compound
2909917878,pl,Biała wydzielina gruczołów sutkowych ssaków
2909111029,km,វិគីភីឌា:អសង្ស័យកម្ម
2781128178,et,keemiline ühend
2779261148,it,coperta che si posa sul letto a scopo decorativo
197902417,fr,gène de l'espèce Homo sapiens
149298590,ru,"гипотетическая элементарная частица, обладающая ненулевым магнитным зарядом"
2779283177,he,תרכובת
3018923374,zh,胚胎或胎兒在哺乳類雌性體內孕育成長的過程
2987642246,ksh,„Wat-eß-dat?“-Sigg en de Wikkipeidija
2777938546,br,spesad eus kerentiad an hominidaeed hag eus ar genad Homo
105245699,fr,élément associé à un élément primitif tel que la composition de ces deux éléments donné l'élément neutre
200331156,cs,derivace vektorové funkce
2781060939,ro,compus chimic
122980154,cs,"smyslový nebo duševní zážitek, popřípadě stav"
3020057088,de,oberster Teil des menschlichen Körpers
2776322731,mk,хемиско соединение
2780756512,fi,mineraali
2777380983,de-ch,chemische Verbindung
2910933807,de,Art der Gattung Prunus
2778524551,lv,ķīmisks savienojums
2778909068,es,compuesto químico
2909986158,fi,kemiallinen yhdiste
2778803964,nl,soort uit het geslacht Histoplasma
2909100678,cs,část těla spojující hlavu s trupem
120770815,es,incremento del diámetro interno de los vasos sanguíneos
3019775288,it,"l'atto, o la serie di atti, con cui si ottiene l'igiene delle mani"
2780779615,bg,род гъби
167930466,en,mathematical construction
4554734,lv,informācijas repozitorijs ar vairākiem pielietojumiem
2781281211,ca,compost químic
2778431908,pa,ਵਿਕੀਮੀਡੀਆ ਗੁੰਝਲਖੋਲ੍ਹ ਸਫ਼ਾ
2777989501,fr,espèce de champignons
2780437130,nn,kjemisk sambinding
3019968007,an,pachina de desambigación
2779075844,uk,хімічна сполука
2910363380,ca,creixement de cèl·lules malignes en el teixit mamari
2986470052,bn,দোকান করে মনে হচ্ছে বাগয়
2778237882,en,chemical compound
44740213,zh-cn,维基媒体消歧义页
36823959,uk,взаємодія неалельних генів
2778794521,en,chemical compound
167544706,de-at,Wikimedia-Begriffsklärungsseite
2777121994,la,compositum chemicum
2909081213,ast,compuestu químicu
2778489163,lb,cheemesch Verbindung
127040729,pt,cidade com mais de dez milhões de habitantes
2983725658,et,Wikimedia täpsustuslehekülg
76349523,ru,"минерал, силикат из группы гранатов"
